source,target,route_id
8051,7430,65-202
7430,7432,65-202
7432,8049,65-202
8049,8047,65-202
8047,7434,65-202
7434,7436,65-202
7436,7999,65-202
1075,7438,65-202
7438,1881,65-202
7440,7442,65-202
7442,8868,65-202
1845,7444,65-202
7444,7446,65-202
7446,8122,65-202
7448,8124,65-202
7450,8126,65-202
7452,8799,65-202
8799,8130,65-202
8019,8017,66-203
8019,1332,OUT-202
8017,8015,65-202
8017,7997,66-203
8017,1090,OUT-202
8015,8011,65-202
8015,1855,66-203
8015,1049,OUT-202
8024,8007,65-202
8763,8005,65-202
8080,8003,65-202
7238,7244,782-221
7810,8002,66-203
7810,7863,782-221
7303,8006,66-203
7303,1865,782-221
1865,8977,66-203
1865,7861,782-221
8977,8008,66-203
1701,8010,66-203
1469,1861,66-203
8692,8028,66-203
8028,1892,66-203
8028,8030,OUT-202
1892,8030,66-203
8030,8882,66-203
8030,7023,OUT-202
8882,8174,66-203
8882,1096,OUT-202
8174,8267,66-203
8267,8032,66-203
8032,8385,66-203
8032,7188,OUT-202
8034,8812,66-203
8034,8221,OUT-202
8812,8383,66-203
8814,1829,66-203
1829,1831,66-203
8816,1833,66-203
8818,8853,66-203
8820,8851,66-203
8826,1873,66-203
8828,8845,66-203
8845,8830,66-203
8830,1868,66-203
1868,8843,66-203
8843,8841,66-203
8841,8832,66-203
8832,8834,66-203
8834,8839,66-203
8839,8836,66-203
8836,1883,66-203
1883,8838,66-203
8838,8837,66-203
8837,8835,66-203
8835,8840,66-203
8840,8833,66-203
8842,8844,66-203
8827,8825,66-203
8825,8850,66-203
8823,8852,66-203
8821,1834,66-203
8819,8035,66-203
8035,1832,66-203
8035,7187,OUT-202
1832,8033,66-203
8033,8382,66-203
8033,7185,OUT-202
8879,8384,66-203
8879,8031,OUT-202
8268,8031,66-203
8031,8029,66-203
8031,1031,OUT-202
8029,8179,66-203
8029,7089,OUT-202
8179,8177,66-203
8177,8019,66-203
7997,8015,66-203
1855,8011,66-203
1022,8007,66-203
7688,8003,66-203
7698,8001,66-203
7698,7856,782-221
7811,7245,782-221
8802,1333,67A-202
1848,1603,67A-202
8804,8806,67A-202
8806,7995,67A-202
7995,8269,67A-202
8269,8169,67A-202
8169,8265,67A-202
8167,1367,67A-202
1367,8165,67A-202
8165,8596,67A-202
8161,8594,67A-202
8598,1025,67A-202
1025,1365,67A-202
1365,1405,67A-202
8587,8965,67A-202
8965,8967,67A-202
8967,8736,67A-202
8969,8738,67A-202
1042,1532,67A-202
1532,7699,67A-202
1763,1033,67A-202
1033,8479,67A-202
8960,7795,67A-202
8958,8990,67A-202
8990,8599,67A-202
1392,8156,67A-202
8156,1369,67A-202
1369,8499,67A-202
8158,7285,67A-202
8160,1394,67A-202
1394,8162,67A-202
8162,8266,67A-202
8164,8270,67A-202
8270,1878,67A-202
1878,8807,67A-202
8807,8858,67A-202
8805,7630,67A-202
8857,1354,67A-202
8801,7632,67A-202
1420,7140,72X-205
7505,7573,782-221
7523,2435,72X-205
7144,6053,72X-205
7521,6290,72X-205
7152,7154,72X-205
7519,7517,72X-205
7517,6250,72X-205
1028,4021,966-203
7515,7513,72X-205
7515,7581,782-221
7513,6254,72X-205
7513,7579,782-221
7511,6200,72X-205
7511,7509,782-221
7509,7575,782-221
7504,7574,782-221
7020,1998,72X-205
7506,7576,782-221
7508,7578,782-221
7510,6210,72X-205
7510,7580,782-221
7512,6207,72X-205
7512,7584,782-221
7514,7516,72X-205
7514,7586,782-221
7516,6201,72X-205
7516,7588,782-221
7518,6259,72X-205
7520,7522,72X-205
7522,6287,72X-205
7524,6285,72X-205
6062,6277,72X-205
6798,2388,72X-205
2388,6279,72X-205
6066,6267,72X-205
6068,6463,72X-205
6072,6074,72X-205
6074,6258,72X-205
6064,6075,72X-205
6080,6073,72X-205
6082,6069,72X-205
2103,2439,72X-205
6261,6067,72X-205
6263,6065,72X-205
6262,6063,72X-205
6264,6823,72X-205
6282,6060,72X-205
6280,6284,72X-205
6284,6125,72X-205
2437,7523,72X-205
2435,7521,72X-205
6290,6292,72X-205
6292,7519,72X-205
6250,6252,72X-205
6252,7515,72X-205
6254,6256,72X-205
6256,7511,72X-205
6200,7149,72X-205
6204,7147,72X-205
1936,7145,72X-205
6212,6031,72X-205
6031,7020,72X-205
6067,6263,72X-205
6065,6262,72X-205
6823,6282,72X-205
6060,6280,72X-205
6267,6068,72X-205
6463,6260,72X-205
6260,6072,72X-205
6258,6918,72X-205
6918,6076,72X-205
6075,6080,72X-205
6073,6071,72X-205
6071,6082,72X-205
6069,2103,72X-205
2439,6261,72X-205
6063,6264,72X-205
6235,7144,72X-205
6053,6243,72X-205
6243,7152,72X-205
1941,7510,72X-205
6210,7512,72X-205
6205,7514,72X-205
6201,6203,72X-205
6203,7518,72X-205
6259,7520,72X-205
6287,7524,72X-205
6285,1759,72X-205
6276,6278,72X-205
6278,6128,72X-205
6281,6062,72X-205
6277,6798,72X-205
6279,6066,72X-205
1875,7858,782-221
7344,7346,783-221
7346,7990,783-221
7348,7992,783-221
7383,7881,783-221
7380,7859,783-221
7351,7985,783-221
7349,7340,783-221
7347,7342,783-221
7842,7597,782-221
7842,7839,783-221
7836,7838,783-221
7585,7457,782-221
7590,7289,782-221
7843,7841,783-221
7859,7857,783-221
7857,7103,783-221
7855,7853,782-221
7855,1890,783-221
7834,7614,783-221
7853,7299,782-221
7853,7740,783-221
7851,7497,782-221
7851,7742,783-221
7838,7840,782-221
7838,7843,783-221
7840,7603,782-221
7840,7842,783-221
1030,7898,782-221
1030,7834,783-221
7614,7845,783-221
7845,7596,782-221
7845,7836,783-221
7844,7640,782-221
7844,7739,783-221
7846,7644,782-221
7846,1895,783-221
7848,7850,783-221
7841,7840,783-221
7850,7242,783-221
7990,7348,783-221
7992,7350,783-221
7994,7129,783-221
7996,7352,783-221
7335,7354,783-221
7330,7361,783-221
7333,7356,783-221
7332,7334,783-221
7331,7358,783-221
7334,7359,783-221
7991,7355,783-221
7989,7987,783-221
7987,7353,783-221
7985,7349,783-221
7340,7347,783-221
7350,7994,783-221
7129,7996,783-221
7352,7335,783-221
7354,7333,783-221
7356,7331,783-221
7358,7244,783-221
7360,7860,783-221
7362,7364,783-221
7364,7864,783-221
7366,7866,783-221
7368,7370,783-221
7370,7870,783-221
7372,7872,783-221
7374,7376,783-221
7376,7876,783-221
7378,7878,783-221
7244,7865,782-221
7244,7360,783-221
7198,8863,OUT-202
7200,7204,OUT-202
7199,8868,OUT-202
7197,8222,OUT-202
7865,7810,782-221
7863,7303,782-221
7861,1601,782-221
1601,7855,782-221
7299,7851,782-221
7497,7804,782-221
7804,1030,782-221
7898,7614,782-221
7596,7585,782-221
7457,7495,782-221
7495,7583,782-221
7583,7515,782-221
7581,7513,782-221
7579,7577,782-221
7577,7511,782-221
7575,7505,782-221
7573,7460,782-221
7460,7571,782-221
7571,7462,782-221
7462,7569,782-221
7569,7706,782-221
7706,7567,782-221
7567,7708,782-221
7708,7592,782-221
7592,7589,782-221
7589,7712,782-221
7712,7716,782-221
7716,7572,782-221
7572,7720,782-221
7720,7563,782-221
7563,1897,782-221
1897,7561,782-221
7561,7433,782-221
1880,7564,782-221
7564,7719,782-221
7719,7715,782-221
7715,7566,782-221
7566,7711,782-221
7711,7568,782-221
7568,7707,782-221
7707,7570,782-221
7570,7705,782-221
7705,7469,782-221
7469,7467,782-221
7467,7504,782-221
7574,7506,782-221
7576,7508,782-221
7578,7510,782-221
7580,7582,782-221
7582,7512,782-221
7584,7514,782-221
7586,7516,782-221
7588,7598,782-221
7598,1414,782-221
1414,7590,782-221
7289,7838,782-221
7603,7842,782-221
7597,7794,782-221
7794,7844,782-221
7640,7846,782-221
7644,7854,782-221
7854,7698,782-221
7856,1875,782-221
7858,7811,782-221
7245,7363,783-221
7345,7344,783-221
7860,7862,783-221
7862,7362,783-221
7864,7366,783-221
7866,7868,783-221
7868,7368,783-221
7870,7372,783-221
7872,7874,783-221
7874,7374,783-221
7876,7378,783-221
7878,7380,783-221
7103,1047,783-221
1047,7855,783-221
1890,7853,783-221
7740,7851,783-221
7742,1030,783-221
7741,7844,783-221
7739,7846,783-221
1895,7848,783-221
7242,8860,783-221
8860,7883,783-221
7883,7383,783-221
7881,7381,783-221
7381,7879,783-221
7879,7379,783-221
7379,7877,783-221
7877,7875,783-221
7875,7377,783-221
7377,7873,783-221
7873,7375,783-221
7375,7871,783-221
7871,7373,783-221
7373,1413,783-221
1413,7371,783-221
7371,7869,783-221
7869,7369,783-221
7369,7867,783-221
7867,7367,783-221
7367,7365,783-221
7365,7245,783-221
7363,7330,783-221
7361,7332,783-221
7359,7357,783-221
7357,7991,783-221
7355,7989,783-221
7353,7351,783-221
4087,4313,941-203
3277,3949,941-203
3630,3120,83-203
3630,3141,856-203
3630,3386,941-203
3257,3084,856-203
3568,4214,83-203
3568,3122,856-203
3568,4134,941-203
3354,3082,856-203
4153,3313,856-203
3348,3315,856-203
3346,4181,856-203
3344,3006,856-203
3342,4327,856-203
3340,4189,856-203
3245,3323,856-203
3256,4198,856-203
3252,4201,856-203
3247,4457,856-203
3250,3061,856-203
3260,3063,856-203
3160,4317,856-203
3158,3742,83-203
3158,4195,856-203
3156,3171,83-203
3156,3107,856-203
3154,3586,83-203
3154,4227,856-203
3152,3175,83-203
3152,3118,856-203
3114,4222,83-203
3114,3112,856-203
3116,3219,83-203
3116,3091,856-203
3110,3353,83-203
3110,3095,856-203
3108,3345,83-203
3108,3097,856-203
3106,3347,83-203
3106,3099,856-203
3101,3103,856-203
3101,3349,83-203
3103,3351,83-203
3103,3135,856-203
3105,3277,83-203
3105,3137,856-203
3122,3107,83-203
3122,3362,856-203
4214,3122,83-203
3107,3565,83-203
3107,4296,856-203
3565,3630,83-203
3120,4400,83-203
3120,3154,856-203
4400,3124,83-203
4400,3630,856-203
3124,3302,83-203
3124,3283,856-203
3302,4246,83-203
3302,3124,856-203
3302,4138,941-203
3118,3589,83-203
3118,3114,856-203
3098,3304,83-203
3098,4361,856-203
3304,3112,83-203
3112,3588,83-203
3112,3116,856-203
3306,3090,83-203
3090,3091,83-203
3091,4315,83-203
3091,3093,856-203
3093,3046,83-203
3093,3110,856-203
3046,3221,83-203
3048,3095,83-203
3095,4225,83-203
3095,3108,856-203
4225,3744,83-203
3097,3050,83-203
3097,3106,856-203
3050,4229,83-203
4229,3200,83-203
4229,4343,856-203
3200,3052,83-203
3052,3099,83-203
3099,3325,83-203
3099,3101,856-203
3325,3198,83-203
3198,3135,83-203
3135,4512,83-203
3135,3105,856-203
4512,3196,83-203
4512,3075,856-203
3196,4407,83-203
4407,3137,83-203
4407,3233,856-203
3137,3184,83-203
3137,3998,856-203
3184,4361,83-203
3184,3109,856-203
4361,3169,83-203
4361,3869,856-203
3169,3139,83-203
3139,3186,83-203
3139,4229,856-203
3186,3043,83-203
3186,4191,856-203
3043,3167,83-203
3167,4227,83-203
3190,3041,83-203
3041,4288,83-203
4288,4335,83-203
4335,4299,83-203
3039,3165,83-203
3165,4260,83-203
3192,3073,83-203
3073,3158,83-203
3194,3109,83-203
3109,3587,83-203
3109,3186,856-203
3171,4191,83-203
4191,3154,83-203
4191,4534,856-203
3173,3152,83-203
3175,4245,83-203
3353,3108,83-203
3353,3067,856-203
3353,4351,941-203
3345,3106,83-203
3347,3101,83-203
3347,3349,856-203
3347,4017,941-203
3349,3103,83-203
3349,3351,856-203
3349,3983,941-203
3351,3105,83-203
3351,3277,856-203
3351,4030,941-203
3362,3139,856-203
3362,4136,941-203
3281,3231,856-203
3283,3867,856-203
3285,3098,856-203
4151,3235,856-203
4467,3243,856-203
3320,3007,856-203
3318,3066,856-203
3314,4194,856-203
3312,4197,856-203
3310,3065,856-203
3282,3320,856-203
3323,3008,856-203
3867,4407,856-203
3867,4140,941-203
3869,4151,856-203
3869,3739,941-203
3998,3347,856-203
3998,4019,941-203
4343,4400,856-203
3141,3281,856-203
3231,4427,856-203
4427,3302,856-203
3233,3285,856-203
3235,3088,856-203
3088,3074,856-203
3074,3086,856-203
3086,4467,856-203
3243,4272,856-203
4272,3257,856-203
3084,3258,856-203
3258,4294,856-203
4294,3354,856-203
3082,3311,856-203
3311,3080,856-203
3080,4276,856-203
4276,4153,856-203
3313,4278,856-203
4278,3078,856-203
3078,3348,856-203
3315,4332,856-203
4332,3346,856-203
4181,3068,856-203
3068,4202,856-203
4202,3317,856-203
3317,3344,856-203
3006,4107,856-203
4107,3010,856-203
3010,3319,856-203
3319,3342,856-203
4327,3350,856-203
3350,4199,856-203
4199,3340,856-203
4189,4282,856-203
4282,3245,856-203
3008,3256,856-203
4198,3282,856-203
3007,3252,856-203
4201,3318,856-203
3066,3247,856-203
4457,3059,856-203
3059,3314,856-203
4194,3250,856-203
3061,3312,856-203
4197,3260,856-203
3063,3160,856-203
4317,3310,856-203
3065,3158,856-203
4195,3353,856-203
3067,3081,856-203
3081,3071,856-203
3071,4512,856-203
3075,3184,856-203
4534,3156,856-203
4296,3120,856-203
1086,4146,966-203
7130,3961,966-203
1069,4074,966-203
7224,7135,966-203
3386,3302,941-203
3388,3867,941-203
3361,4021,941-203
3363,4067,941-203
3737,4142,941-203
3739,3721,941-203
3729,4150,941-203
3785,3912,941-203
3731,4045,941-203
3733,4162,941-203
3783,3914,941-203
3875,4204,941-203
4101,4075,941-203
4010,3785,941-203
3881,4049,941-203
3882,4047,941-203
3880,4043,941-203
3878,4037,941-203
3892,4027,941-203
3888,4025,941-203
3886,4023,941-203
3343,4015,941-203
3901,4210,966-203
4030,3277,941-203
4030,7174,966-203
4256,4056,941-203
4056,4054,941-203
4054,4319,941-203
4319,4087,941-203
3961,4150,966-203
4072,4068,941-203
4068,4066,941-203
4066,4062,941-203
4062,4060,941-203
4060,4058,941-203
4058,4256,941-203
4074,4076,966-203
4076,1028,966-203
4078,4067,966-203
4080,8541,966-203
3983,3351,941-203
3983,4013,966-203
4082,4019,966-203
4084,4017,966-203
3949,7203,966-203
3951,7201,966-203
3953,7177,966-203
4110,7208,966-203
3955,7231,966-203
3957,7227,966-203
3959,4072,941-203
3959,1086,966-203
4160,3731,941-203
4160,7221,966-203
4045,3733,941-203
4045,7219,966-203
4162,4051,966-203
4162,3875,941-203
4204,4010,941-203
4067,3343,941-203
4067,4080,966-203
4015,3353,941-203
4015,7180,966-203
4351,3998,941-203
4351,4082,966-203
4210,3983,966-203
4019,3347,941-203
4019,7202,966-203
4013,4130,966-203
4017,3349,941-203
4017,4110,966-203
4130,4132,966-203
4132,4176,966-203
4075,3881,941-203
4049,3882,941-203
4049,4047,966-203
4047,3880,941-203
4047,4043,966-203
4043,3878,941-203
4043,4037,966-203
4134,3362,941-203
4134,4030,966-203
4136,3630,941-203
4138,3388,941-203
4138,3951,966-203
4140,3737,941-203
4140,3953,966-203
4142,3869,941-203
4142,3957,966-203
4144,4146,941-203
4144,3959,966-203
4146,3728,941-203
4148,3727,941-203
4148,7130,966-203
4150,4160,941-203
4150,7136,966-203
4051,7215,966-203
4053,7222,966-203
4055,7224,966-203
4057,7131,966-203
4059,4086,966-203
4061,1069,966-203
4021,3363,941-203
4021,7176,966-203
3876,3874,941-203
3874,4033,941-203
3872,4031,941-203
3870,4029,941-203
3721,4144,941-203
3728,4148,941-203
3727,3729,941-203
3912,3783,941-203
3914,4101,941-203
4037,4035,966-203
4035,3876,941-203
4035,4033,966-203
4033,3872,941-203
4033,4031,966-203
4031,3870,941-203
4031,4029,966-203
4029,3892,941-203
4027,3888,941-203
4025,3886,941-203
4023,3361,941-203
4086,4061,966-203
7174,3949,966-203
7174,7203,OUT-202
4176,4174,966-203
4174,4172,966-203
4172,4170,966-203
4170,4168,966-203
4166,4164,966-203
4164,4049,966-203
4835,4539,982-221
4835,4712,983-221
4502,4714,983-221
4501,4705,982-221
4501,4619,983-221
4540,4701,982-221
4540,4912,983-221
4912,4621,983-221
4839,4625,983-221
4783,4733,983-221
4820,4696,983-221
4785,4787,983-221
4787,4630,983-221
4455,4698,982-221
4455,4715,983-221
4983,4709,982-221
4983,4835,983-221
4709,4835,982-221
4539,4707,982-221
4707,4502,982-221
4705,4703,982-221
4703,4540,982-221
4701,4674,982-221
4674,4607,982-221
4607,4672,982-221
4672,4609,982-221
4609,4670,982-221
4670,4668,982-221
4668,4611,982-221
4611,4613,982-221
4613,4666,982-221
4666,4664,982-221
4666,4645,983-221
4664,4615,982-221
4615,4662,982-221
4662,4581,982-221
4581,4660,982-221
4660,4617,982-221
4617,4501,983-221
4619,4658,982-221
4619,4540,983-221
4658,4621,982-221
4621,4656,982-221
4656,4752,982-221
4752,4623,982-221
4623,4750,982-221
4623,4839,983-221
4750,4625,982-221
4625,4820,983-221
4627,4748,982-221
4627,4730,983-221
4748,4746,982-221
4746,4629,982-221
4631,4744,982-221
4744,4633,982-221
4633,4742,982-221
4742,4747,982-221
4747,4635,982-221
4635,4637,982-221
4637,4745,982-221
4745,4639,982-221
4639,4743,982-221
4743,4741,982-221
4741,4641,982-221
4641,4734,982-221
4641,4643,983-221
4734,4739,982-221
4739,4736,982-221
4736,4644,982-221
4644,4642,983-221
4642,4738,982-221
4642,4682,983-221
4738,4640,982-221
4640,4740,982-221
4740,4749,982-221
4749,4638,982-221
4638,4751,982-221
4751,4636,982-221
4636,4753,982-221
4753,4634,982-221
4634,4755,982-221
4755,4632,982-221
4632,4757,982-221
4757,4630,982-221
4630,4628,983-221
4628,4759,982-221
4628,4547,983-221
4759,4653,982-221
4653,4626,982-221
4626,4624,982-221
4626,4566,983-221
4624,4657,982-221
4657,4659,982-221
4659,4622,982-221
4622,4661,982-221
4622,4620,983-221
4661,4620,982-221
4620,4455,983-221
4618,4663,982-221
4663,4665,982-221
4665,4616,982-221
4665,4650,983-221
4616,4667,982-221
4667,4614,982-221
4614,4669,982-221
4669,4612,982-221
4612,4671,982-221
4671,4610,982-221
4610,4673,982-221
4673,4608,982-221
4608,4606,982-221
4606,4675,982-221
4675,4455,982-221
4700,4982,982-221
4702,4704,982-221
4704,4526,982-221
4526,4710,982-221
4706,4983,983-221
4712,4502,983-221
4714,4617,983-221
4696,4627,983-221
4730,4694,983-221
4694,4520,983-221
4520,4692,983-221
4692,4716,983-221
4716,4691,983-221
4691,4690,983-221
4690,4718,983-221
4718,4721,983-221
4721,4688,983-221
4688,4723,983-221
4723,4686,983-221
4686,4685,983-221
4685,4724,983-221
4724,4683,983-221
4683,4727,983-221
4727,4681,983-221
4681,4731,983-221
4731,4676,983-221
4676,4641,983-221
4643,4678,983-221
4678,4666,983-221
4645,4647,983-221
4647,4774,983-221
4774,4772,983-221
4772,4649,983-221
4649,4758,983-221
4758,4770,983-221
4770,4767,983-221
4767,4768,983-221
4768,4769,983-221
4769,4766,983-221
4766,4771,983-221
4771,4764,983-221
4764,4773,983-221
4773,4762,983-221
4762,4775,983-221
4775,4760,983-221
4760,4777,983-221
4777,4765,983-221
4765,4654,983-221
4654,4779,983-221
4779,4781,983-221
4781,4652,983-221
4652,4665,983-221
4650,4679,983-221
4679,4648,983-221
4648,4677,983-221
4677,4646,983-221
4646,4680,983-221
4680,4644,983-221
4682,4684,983-221
4684,4732,983-221
4732,4687,983-221
4687,4726,983-221
4726,4725,983-221
4725,4689,983-221
4689,4693,983-221
4693,4722,983-221
4722,4720,983-221
4720,4695,983-221
4697,4719,983-221
4719,4717,983-221
4717,4699,983-221
4699,4783,983-221
4733,4735,983-221
4735,4785,983-221
4547,4626,983-221
4566,4624,983-221
4715,4982,983-221
4713,4711,983-221
7186,8032,OUT-202
7188,8034,OUT-202
7195,8226,OUT-202
7190,8229,OUT-202
7193,7191,OUT-202
7192,8227,OUT-202
7191,8228,OUT-202
7194,7196,OUT-202
7189,8035,OUT-202
7196,8225,OUT-202
7187,8033,OUT-202
7185,8879,OUT-202
1077,7174,OUT-202
8228,7189,OUT-202
8221,7190,OUT-202
